,No,year,month,day,hour,season,PM_Dongsi,PM_Dongsihuan,PM_Nongzhanguan,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
49444,49445,2015,8,23,4,2,36.0,34.92638036809816,20.0,15.0,18.0,82.0,1008.0,21.0,NE,8.5,0.0,0.0
49445,49446,2015,8,23,5,2,18.0,34.61963190184049,12.0,16.0,18.0,82.0,1008.0,21.0,cv,0.89,0.0,0.0
49446,49447,2015,8,23,6,2,13.0,34.31288343558282,9.0,13.0,18.0,82.0,1008.0,21.0,NW,3.13,0.0,0.0
49447,49448,2015,8,23,7,2,14.0,34.00613496932515,8.0,9.0,18.0,78.0,1009.0,22.0,NE,1.79,0.0,0.0
49448,49449,2015,8,23,8,2,9.0,33.69938650306749,8.0,9.0,19.0,78.0,1009.0,23.0,NW,3.13,0.0,0.0
49449,49450,2015,8,23,9,2,12.0,33.392638036809814,4.0,8.0,19.0,78.0,1010.0,23.0,NW,6.26,0.0,0.0
49450,49451,2015,8,23,10,2,13.0,33.08588957055215,10.0,16.0,19.0,73.0,1010.0,24.0,NE,1.79,0.0,0.0
49451,49452,2015,8,23,11,2,19.0,32.77914110429448,16.0,17.0,21.0,88.0,1010.0,23.0,cv,0.89,0.0,0.0
49452,49453,2015,8,23,12,2,26.0,32.47239263803681,21.0,23.0,20.0,73.0,1009.0,25.0,NE,1.79,0.0,0.0
49453,49454,2015,8,23,13,2,28.0,32.16564417177914,24.0,23.0,21.0,69.0,1009.0,27.0,NE,3.58,0.0,0.0
49454,49455,2015,8,23,14,2,22.0,31.858895705521473,14.0,17.0,19.0,78.0,1010.0,23.0,NE,11.63,0.9,0.9
49455,49456,2015,8,23,15,2,10.0,31.552147239263803,8.0,12.0,19.0,88.0,1009.0,21.0,NE,14.76,0.3,1.2
49456,49457,2015,8,23,16,2,16.0,31.245398773006134,10.0,12.0,19.0,83.0,1010.0,22.0,NE,16.55,0.1,1.3
49457,49458,2015,8,23,17,2,13.0,30.938650306748464,4.0,11.0,18.0,73.0,1009.0,23.0,NE,18.34,0.0,0.0
49458,49459,2015,8,23,18,2,11.0,30.631901840490798,9.0,13.0,19.0,78.0,1009.0,23.0,cv,0.45,0.0,0.0
49459,49460,2015,8,23,19,2,16.0,30.32515337423313,10.0,10.0,18.0,82.0,1010.0,21.0,NW,3.13,0.1,0.1
49460,49461,2015,8,23,20,2,13.0,30.01840490797546,5.0,9.0,19.0,88.0,1010.0,21.0,NW,6.26,0.0,0.0
49461,49462,2015,8,23,21,2,17.0,29.711656441717793,3.0,14.0,18.0,78.0,1010.0,22.0,NW,10.28,0.0,0.0
49462,49463,2015,8,23,22,2,16.0,29.404907975460123,9.0,18.0,18.0,88.0,1011.0,20.0,cv,0.89,0.0,0.0
49463,49464,2015,8,23,23,2,21.0,29.098159509202453,12.0,20.0,18.0,88.0,1011.0,20.0,NE,1.79,0.0,0.0
49464,49465,2015,8,24,0,2,19.0,28.791411042944787,17.0,22.0,19.0,93.0,1011.0,20.0,cv,0.89,0.0,0.0
49465,49466,2015,8,24,1,2,18.0,28.484662576687114,14.0,12.0,19.0,93.0,1011.0,20.0,NW,3.13,0.0,0.0
49466,49467,2015,8,24,2,2,11.0,28.177914110429448,11.0,17.0,19.0,93.0,1011.0,20.0,NW,6.26,0.0,0.0
49467,49468,2015,8,24,3,2,9.0,27.871165644171782,6.0,10.0,19.0,93.0,1011.0,20.0,NW,9.39,0.0,0.0
49468,49469,2015,8,24,4,2,12.0,27.56441717791411,8.0,13.0,18.0,93.0,1011.0,19.0,NW,12.52,0.0,0.0
49469,49470,2015,8,24,5,2,13.0,27.257668711656443,6.0,13.0,18.0,93.0,1011.0,19.0,NW,14.31,0.0,0.0
49470,49471,2015,8,24,6,2,11.0,26.95092024539877,7.0,9.0,18.0,93.0,1012.0,19.0,NW,17.44,0.0,0.0
49471,49472,2015,8,24,7,2,11.0,26.644171779141104,5.0,8.0,19.0,83.0,1012.0,22.0,NW,20.57,0.0,0.0
49472,49473,2015,8,24,8,2,10.0,26.337423312883438,9.0,11.0,18.0,69.0,1012.0,24.0,NE,3.13,0.0,0.0
49473,49474,2015,8,24,9,2,9.0,26.030674846625764,5.0,14.0,19.0,69.0,1012.0,25.0,NE,7.15,0.0,0.0
49474,49475,2015,8,24,10,2,12.0,25.7239263803681,8.0,11.0,18.0,57.0,1012.0,27.0,NW,4.92,0.0,0.0
49475,49476,2015,8,24,11,2,11.0,25.417177914110425,8.0,11.0,18.0,54.0,1012.0,28.0,NE,3.13,0.0,0.0
49476,49477,2015,8,24,12,2,10.0,25.11042944785276,9.0,11.0,18.0,54.0,1011.0,28.0,NE,6.26,0.0,0.0
49477,49478,2015,8,24,13,2,10.0,24.803680981595093,11.0,8.0,18.0,54.0,1011.0,28.0,SE,1.79,0.0,0.0
49478,49479,2015,8,24,14,2,9.0,24.49693251533742,10.0,7.0,18.0,51.0,1010.0,29.0,NE,3.13,0.0,0.0
49479,49480,2015,8,24,15,2,11.0,24.190184049079754,9.0,13.0,18.0,61.0,1010.0,26.0,SE,4.92,0.0,0.0
49480,49481,2015,8,24,16,2,19.0,23.883435582822088,10.0,8.0,19.0,69.0,1009.0,25.0,SE,6.71,0.0,0.0
49481,49482,2015,8,24,17,2,10.0,23.576687116564415,7.0,16.0,17.0,54.0,1009.0,27.0,cv,0.89,0.0,0.0
49482,49483,2015,8,24,18,2,18.0,23.26993865030675,5.0,13.0,20.0,69.0,1009.0,26.0,NE,0.89,0.0,0.0
49483,49484,2015,8,24,19,2,15.0,22.963190184049083,10.0,18.0,20.0,78.0,1010.0,24.0,SE,0.89,0.0,0.0
49484,49485,2015,8,24,20,2,18.0,22.65644171779141,14.0,27.0,21.0,88.0,1010.0,23.0,SE,1.78,0.0,0.0
49485,49486,2015,8,24,21,2,18.0,22.349693251533743,16.0,29.0,20.0,88.0,1011.0,22.0,NE,0.89,0.0,0.0
49486,49487,2015,8,24,22,2,25.0,22.04294478527607,27.0,37.0,20.0,88.0,1011.0,22.0,SE,1.79,0.0,0.0
49487,49488,2015,8,24,23,2,33.0,21.736196319018404,28.0,28.0,20.0,88.0,1011.0,22.0,cv,0.89,0.0,0.0
49488,49489,2015,8,25,0,2,28.0,21.429447852760738,28.0,27.0,20.0,94.0,1011.0,21.0,cv,1.78,0.0,0.0
49489,49490,2015,8,25,1,2,22.0,21.122699386503065,22.0,24.0,19.0,88.0,1011.0,21.0,NE,1.79,0.0,0.0
49490,49491,2015,8,25,2,2,20.0,20.8159509202454,23.0,21.0,20.0,94.0,1011.0,21.0,cv,0.89,0.0,0.0
49491,49492,2015,8,25,3,2,20.0,20.509202453987726,15.0,22.0,19.0,93.0,1010.0,20.0,NW,1.79,0.0,0.0
49492,49493,2015,8,25,4,2,14.0,20.20245398773006,8.0,14.0,19.0,93.0,1010.0,20.0,NW,5.81,0.0,0.0
49493,49494,2015,8,25,5,2,12.0,19.895705521472394,8.0,16.0,18.0,88.0,1011.0,20.0,NW,7.6,0.0,0.0
49494,49495,2015,8,25,6,2,16.0,19.58895705521472,11.0,12.0,18.0,82.0,1011.0,21.0,NE,1.79,0.0,0.0
49495,49496,2015,8,25,7,2,15.0,19.282208588957054,10.0,15.0,18.0,73.0,1011.0,23.0,NE,3.58,0.0,0.0
49496,49497,2015,8,25,8,2,17.0,18.97546012269939,13.0,20.0,19.0,73.0,1011.0,24.0,cv,0.89,0.0,0.0
49497,49498,2015,8,25,9,2,17.0,18.668711656441715,14.0,17.0,19.0,69.0,1012.0,25.0,cv,1.78,0.0,0.0
49498,49499,2015,8,25,10,2,12.0,18.36196319018405,8.0,14.0,18.0,61.0,1012.0,26.0,NE,4.02,0.0,0.0
49499,49500,2015,8,25,11,2,15.0,18.055214723926383,10.0,10.0,18.0,51.0,1011.0,29.0,NE,8.04,0.0,0.0
49500,49501,2015,8,25,12,2,13.0,17.74846625766871,9.0,7.0,17.0,45.0,1010.0,30.0,NE,11.17,0.0,0.0
49501,49502,2015,8,25,13,2,9.0,17.441717791411044,7.0,9.0,18.0,45.0,1009.0,31.0,NW,3.13,0.0,0.0
49502,49503,2015,8,25,14,2,9.0,17.13496932515337,7.0,12.0,18.0,45.0,1009.0,31.0,cv,0.89,0.0,0.0
49503,49504,2015,8,25,15,2,9.0,16.828220858895705,6.0,10.0,15.0,37.0,1008.0,31.0,NE,4.92,0.0,0.0
49504,49505,2015,8,25,16,2,9.0,16.52147239263804,3.0,8.0,16.0,40.0,1008.0,31.0,NE,8.94,0.0,0.0
49505,49506,2015,8,25,17,2,10.0,16.214723926380366,10.0,10.0,17.0,48.0,1008.0,29.0,SE,3.13,0.0,0.0
49506,49507,2015,8,25,18,2,12.0,15.9079754601227,10.0,18.0,18.0,54.0,1008.0,28.0,SE,6.26,0.0,0.0
49507,49508,2015,8,25,19,2,17.0,15.601226993865026,17.0,23.0,19.0,69.0,1009.0,25.0,SE,8.05,0.0,0.0
49508,49509,2015,8,25,20,2,21.0,15.29447852760736,18.0,22.0,20.0,78.0,1010.0,24.0,NE,1.79,0.0,0.0
49509,49510,2015,8,25,21,2,18.0,14.987730061349694,10.0,12.0,20.0,83.0,1010.0,23.0,SE,0.89,0.0,0.0
49510,49511,2015,8,25,22,2,16.0,14.680981595092021,11.0,12.0,20.0,83.0,1010.0,23.0,cv,0.45,0.0,0.0
49511,49512,2015,8,25,23,2,17.0,14.374233128834355,10.0,16.0,19.0,78.0,1010.0,23.0,NW,1.79,0.0,0.0
49512,49513,2015,8,26,0,2,13.0,14.067484662576689,5.0,7.0,19.0,78.0,1010.0,23.0,cv,0.89,0.0,0.0
49513,49514,2015,8,26,1,2,16.0,13.760736196319016,10.0,10.0,19.0,83.0,1010.0,22.0,NW,3.13,0.0,0.0
49514,49515,2015,8,26,2,2,13.0,13.45398773006135,8.0,12.0,19.0,78.0,1009.0,23.0,NW,4.92,0.0,0.0
49515,49516,2015,8,26,3,2,12.0,13.147239263803684,8.0,10.0,18.0,78.0,1009.0,22.0,NW,8.94,0.0,0.0
49516,49517,2015,8,26,4,2,15.0,12.84049079754601,8.0,13.0,18.0,82.0,1010.0,21.0,NW,12.07,0.0,0.0
49517,49518,2015,8,26,5,2,14.0,12.533742331288344,7.0,17.0,18.0,88.0,1010.0,20.0,NW,13.86,0.0,0.0
49518,49519,2015,8,26,6,2,11.0,12.226993865030671,7.0,10.0,18.0,88.0,1010.0,20.0,NW,15.65,0.0,0.0
49519,49520,2015,8,26,7,2,9.0,11.920245398773005,7.0,12.0,19.0,83.0,1010.0,22.0,NW,18.78,0.0,0.0
49520,49521,2015,8,26,8,2,12.0,11.61349693251534,8.0,11.0,18.0,65.0,1011.0,25.0,NW,20.57,0.0,0.0
49521,49522,2015,8,26,9,2,11.0,11.306748466257666,4.0,10.0,18.0,61.0,1011.0,26.0,NE,3.13,0.0,0.0
49522,49523,2015,8,26,10,2,14.0,11.0,9.0,8.0,18.0,57.0,1011.0,27.0,NE,6.26,0.0,0.0
49523,49524,2015,8,26,11,2,11.0,11.021739130434783,6.0,9.0,18.0,48.0,1010.0,30.0,NE,8.05,0.0,0.0
49524,49525,2015,8,26,12,2,11.0,11.043478260869565,8.0,8.0,17.0,43.0,1009.0,31.0,cv,1.79,0.0,0.0
49525,49526,2015,8,26,13,2,12.0,11.065217391304348,7.0,7.0,17.0,40.0,1009.0,32.0,NW,4.02,0.0,0.0
49526,49527,2015,8,26,14,2,7.0,11.08695652173913,4.0,6.0,16.0,38.0,1008.0,32.0,cv,1.79,0.0,0.0
49527,49528,2015,8,26,15,2,3.0,11.108695652173912,5.0,3.0,16.0,38.0,1007.0,32.0,NE,3.13,0.0,0.0
49528,49529,2015,8,26,16,2,5.0,11.130434782608695,3.0,3.0,17.0,40.0,1007.0,32.0,cv,0.89,0.0,0.0
49529,49530,2015,8,26,17,2,5.0,11.152173913043478,3.0,6.0,17.0,43.0,1007.0,31.0,SE,3.13,0.0,0.0
49530,49531,2015,8,26,18,2,6.0,11.173913043478262,6.0,14.0,19.0,54.0,1007.0,29.0,SE,4.92,0.0,0.0
49531,49532,2015,8,26,19,2,20.0,11.195652173913043,11.0,14.0,19.0,65.0,1008.0,26.0,NW,4.02,0.0,0.0
49532,49533,2015,8,26,20,2,17.0,11.217391304347826,10.0,23.0,18.0,69.0,1009.0,24.0,NW,5.81,0.0,0.0
49533,49534,2015,8,26,21,2,19.0,11.23913043478261,19.0,13.0,18.0,78.0,1009.0,22.0,cv,0.89,0.0,0.0
49534,49535,2015,8,26,22,2,12.0,11.26086956521739,14.0,16.0,18.0,78.0,1009.0,22.0,NE,1.79,0.0,0.0
49535,49536,2015,8,26,23,2,17.0,11.282608695652174,14.0,17.0,19.0,88.0,1009.0,21.0,cv,0.89,0.0,0.0
49536,49537,2015,8,27,0,2,11.0,11.304347826086957,13.0,16.0,19.0,83.0,1010.0,22.0,NE,0.89,0.0,0.0
49537,49538,2015,8,27,1,2,10.0,11.326086956521738,9.0,15.0,19.0,88.0,1009.0,21.0,NW,1.79,0.0,0.0
49538,49539,2015,8,27,2,2,10.0,11.347826086956522,10.0,12.0,18.0,82.0,1009.0,21.0,NW,3.58,0.0,0.0
49539,49540,2015,8,27,3,2,11.0,11.369565217391305,11.0,15.0,18.0,82.0,1010.0,21.0,NW,6.71,0.0,0.0
49540,49541,2015,8,27,4,2,12.0,11.391304347826086,5.0,5.0,17.0,77.0,1010.0,21.0,NW,9.84,0.0,0.0
49541,49542,2015,8,27,5,2,11.0,11.41304347826087,3.0,11.0,16.0,68.0,1010.0,22.0,NE,3.13,0.0,0.0
49542,49543,2015,8,27,6,2,9.0,11.434782608695652,3.0,11.0,16.0,68.0,1010.0,22.0,NW,3.13,0.0,0.0
49543,49544,2015,8,27,7,2,8.0,11.456521739130435,3.0,9.0,18.0,73.0,1011.0,23.0,NW,4.92,0.0,0.0
49544,49545,2015,8,27,8,2,8.0,11.478260869565217,5.0,7.0,18.0,65.0,1011.0,25.0,NW,6.71,0.0,0.0
49545,49546,2015,8,27,9,2,11.0,11.5,6.0,9.0,17.0,57.0,1011.0,26.0,NW,10.73,0.0,0.0
49546,49547,2015,8,27,10,2,6.0,11.521739130434783,5.0,9.0,17.0,51.0,1011.0,28.0,NE,4.02,0.0,0.0
49547,49548,2015,8,27,11,2,8.0,11.543478260869565,7.0,7.0,16.0,42.0,1010.0,30.0,SE,1.79,0.0,0.0
49548,49549,2015,8,27,12,2,8.0,11.565217391304348,9.0,7.0,15.0,37.0,1010.0,31.0,cv,1.79,0.0,0.0
49549,49550,2015,8,27,13,2,10.0,11.58695652173913,14.0,5.0,15.0,35.0,1009.0,32.0,cv,2.68,0.0,0.0
49550,49551,2015,8,27,14,2,11.0,11.608695652173914,8.0,7.0,15.0,40.0,1008.0,30.0,NE,1.79,0.0,0.0
49551,49552,2015,8,27,15,2,3.0,11.630434782608695,3.0,8.0,17.0,43.0,1008.0,31.0,NW,4.02,0.0,0.0
49552,49553,2015,8,27,16,2,7.0,11.652173913043478,5.0,14.0,15.0,37.0,1007.0,31.0,NW,8.04,0.0,0.0
49553,49554,2015,8,27,17,2,13.0,11.673913043478262,14.0,8.0,15.0,40.0,1007.0,30.0,NW,12.06,0.0,0.0
49554,49555,2015,8,27,18,2,20.0,11.695652173913043,10.0,11.0,18.0,51.0,1007.0,29.0,NW,16.08,0.0,0.0
49555,49556,2015,8,27,19,2,16.0,11.717391304347826,15.0,15.0,17.0,51.0,1008.0,28.0,NW,17.87,0.0,0.0
49556,49557,2015,8,27,20,2,17.0,11.73913043478261,16.0,18.0,19.0,78.0,1008.0,23.0,cv,0.89,0.0,0.0
49557,49558,2015,8,27,21,2,19.0,11.76086956521739,16.0,16.0,19.0,83.0,1009.0,22.0,cv,1.78,0.0,0.0
49558,49559,2015,8,27,22,2,20.0,11.782608695652174,18.0,26.0,20.0,88.0,1009.0,22.0,NE,0.89,0.0,0.0
49559,49560,2015,8,27,23,2,35.0,11.804347826086957,21.0,38.0,19.0,88.0,1009.0,21.0,NE,1.78,0.0,0.0
49560,49561,2015,8,28,0,2,31.0,11.826086956521738,23.0,37.0,19.0,88.0,1009.0,21.0,cv,0.89,0.0,0.0
49561,49562,2015,8,28,1,2,40.0,11.847826086956522,22.0,32.0,19.0,88.0,1009.0,21.0,NE,0.89,0.0,0.0
49562,49563,2015,8,28,2,2,28.0,11.869565217391305,25.0,27.0,18.0,88.0,1009.0,20.0,NE,1.78,0.0,0.0
49563,49564,2015,8,28,3,2,16.0,11.891304347826086,20.0,17.0,18.0,88.0,1008.0,20.0,NE,2.67,0.0,0.0
49564,49565,2015,8,28,4,2,14.0,11.91304347826087,15.0,12.0,17.0,88.0,1008.0,19.0,NW,3.13,0.0,0.0
49565,49566,2015,8,28,5,2,12.0,11.934782608695652,7.0,11.0,18.0,93.0,1008.0,19.0,NW,4.02,0.0,0.0
49566,49567,2015,8,28,6,2,9.0,11.956521739130435,5.0,11.0,17.0,88.0,1008.0,19.0,NW,5.81,0.0,0.0
49567,49568,2015,8,28,7,2,9.0,11.978260869565217,7.0,11.0,18.0,82.0,1009.0,21.0,NW,8.94,0.0,0.0
49568,49569,2015,8,28,8,2,10.0,12.0,6.0,9.0,18.0,65.0,1009.0,25.0,NW,10.73,0.0,0.0
49569,49570,2015,8,28,9,2,12.0,4.0,3.0,7.0,18.0,54.0,1009.0,28.0,NW,14.75,0.0,0.0
49570,49571,2015,8,28,10,2,16.0,7.0,8.0,9.0,18.0,51.0,1009.0,29.0,cv,1.79,0.0,0.0
49571,49572,2015,8,28,11,2,16.0,8.0,17.0,11.0,17.0,45.0,1008.0,30.0,NW,3.13,0.0,0.0
49572,49573,2015,8,28,12,2,15.0,14.0,10.0,11.0,17.0,40.0,1007.0,32.0,NW,4.92,0.0,0.0
49573,49574,2015,8,28,13,2,13.0,14.492307692307692,7.0,12.0,16.0,38.0,1007.0,32.0,cv,0.89,0.0,0.0
49574,49575,2015,8,28,14,2,8.0,14.984615384615385,5.0,8.0,15.0,33.0,1006.0,33.0,cv,2.68,0.0,0.0
49575,49576,2015,8,28,15,2,7.0,15.476923076923077,4.0,6.0,14.0,30.0,1005.0,34.0,cv,3.57,0.0,0.0
49576,49577,2015,8,28,16,2,10.0,15.96923076923077,5.0,8.0,14.0,31.0,1005.0,33.0,cv,5.36,0.0,0.0
49577,49578,2015,8,28,17,2,7.0,16.46153846153846,4.0,11.0,14.0,33.0,1005.0,32.0,SE,1.79,0.0,0.0
49578,49579,2015,8,28,18,2,14.0,16.953846153846154,3.0,12.0,15.0,40.0,1005.0,30.0,SE,3.58,0.0,0.0
49579,49580,2015,8,28,19,2,26.0,17.446153846153848,21.0,28.0,20.0,65.0,1005.0,27.0,SE,5.37,0.0,0.0
49580,49581,2015,8,28,20,2,23.0,17.93846153846154,18.0,23.0,16.0,57.0,1007.0,25.0,SE,9.39,0.0,0.0
49581,49582,2015,8,28,21,2,18.0,18.43076923076923,15.0,15.0,17.0,64.0,1008.0,24.0,SE,11.18,0.0,0.0
49582,49583,2015,8,28,22,2,25.0,18.923076923076923,13.0,18.0,16.0,64.0,1008.0,23.0,SE,12.97,0.0,0.0
49583,49584,2015,8,28,23,2,23.0,19.415384615384617,18.0,24.0,17.0,73.0,1008.0,22.0,SE,14.76,0.0,0.0
49584,49585,2015,8,29,0,2,25.0,19.907692307692308,19.0,28.0,17.0,73.0,1009.0,22.0,SE,17.89,0.0,0.0
49585,49586,2015,8,29,1,2,27.0,20.4,19.0,34.0,16.0,64.0,1009.0,23.0,SE,21.02,0.0,0.0
49586,49587,2015,8,29,2,2,16.0,20.892307692307693,8.0,11.0,15.0,64.0,1009.0,22.0,SE,22.81,4.0,4.0
49587,49588,2015,8,29,3,2,11.0,21.384615384615387,3.0,10.0,15.0,64.0,1009.0,22.0,NW,3.13,0.0,0.0
49588,49589,2015,8,29,4,2,16.0,21.876923076923077,10.0,17.0,16.0,73.0,1008.0,21.0,NW,6.26,0.0,0.0
49589,49590,2015,8,29,5,2,27.0,22.369230769230768,19.0,27.0,17.0,88.0,1009.0,19.0,cv,0.89,0.0,0.0
49590,49591,2015,8,29,6,2,30.0,22.861538461538462,23.0,26.0,17.0,88.0,1009.0,19.0,cv,1.78,0.0,0.0
49591,49592,2015,8,29,7,2,29.0,23.353846153846156,27.0,29.0,18.0,78.0,1009.0,22.0,cv,2.67,0.1,0.1
49592,49593,2015,8,29,8,2,27.0,23.846153846153847,18.0,23.0,18.0,69.0,1010.0,24.0,cv,3.56,0.0,0.0
49593,49594,2015,8,29,9,2,18.0,24.338461538461537,16.0,22.0,18.0,61.0,1010.0,26.0,cv,4.45,0.0,0.0
49594,49595,2015,8,29,10,2,22.0,24.83076923076923,17.0,21.0,18.0,57.0,1010.0,27.0,NE,1.79,0.0,0.0
49595,49596,2015,8,29,11,2,23.0,25.323076923076925,18.0,24.0,16.0,45.0,1009.0,29.0,cv,1.79,0.0,0.0
49596,49597,2015,8,29,12,2,34.0,25.815384615384616,26.0,25.0,17.0,48.0,1009.0,29.0,SE,1.79,0.0,0.0
49597,49598,2015,8,29,13,2,38.0,26.307692307692307,28.0,32.0,18.0,45.0,1009.0,31.0,SE,3.58,0.0,0.0
49598,49599,2015,8,29,14,2,42.0,26.8,30.0,30.0,17.0,43.0,1008.0,31.0,SE,6.71,0.0,0.0
49599,49600,2015,8,29,15,2,38.0,27.292307692307695,30.0,37.0,17.0,43.0,1007.0,31.0,SE,10.73,0.0,0.0
49600,49601,2015,8,29,16,2,36.0,27.784615384615385,30.0,35.0,18.0,48.0,1007.0,30.0,SE,14.75,0.0,0.0
49601,49602,2015,8,29,17,2,36.0,28.276923076923076,19.0,31.0,18.0,51.0,1007.0,29.0,SE,17.88,0.0,0.0
49602,49603,2015,8,29,18,2,33.0,28.76923076923077,21.0,21.0,17.0,51.0,1007.0,28.0,SE,22.8,0.0,0.0
49603,49604,2015,8,29,19,2,38.0,29.261538461538464,17.0,28.0,16.0,50.0,1008.0,27.0,SE,24.59,0.0,0.0
49604,49605,2015,8,29,20,2,29.0,29.753846153846155,25.0,29.0,17.0,57.0,1009.0,26.0,SE,26.38,0.0,0.0
49605,49606,2015,8,29,21,2,35.0,30.246153846153845,27.0,29.0,17.0,61.0,1010.0,25.0,SE,29.51,0.0,0.0
49606,49607,2015,8,29,22,2,47.0,30.73846153846154,36.0,40.0,18.0,69.0,1010.0,24.0,SE,32.64,0.0,0.0
49607,49608,2015,8,29,23,2,56.0,31.230769230769234,36.0,38.0,19.0,83.0,1010.0,22.0,SE,36.66,0.0,0.0
49608,49609,2015,8,30,0,2,42.0,31.723076923076924,25.0,27.0,17.0,73.0,1011.0,22.0,SE,38.45,0.0,0.0
49609,49610,2015,8,30,1,2,26.0,32.215384615384615,19.0,24.0,17.0,77.0,1010.0,21.0,SE,40.24,0.0,0.0
49610,49611,2015,8,30,2,2,22.0,32.70769230769231,18.0,18.0,17.0,77.0,1011.0,21.0,cv,0.89,0.0,0.0
49611,49612,2015,8,30,3,2,21.0,33.2,15.0,25.0,17.0,77.0,1011.0,21.0,SE,1.79,0.0,0.0
49612,49613,2015,8,30,4,2,24.0,33.69230769230769,21.0,26.0,17.0,77.0,1011.0,21.0,cv,0.89,0.0,0.0
49613,49614,2015,8,30,5,2,22.0,34.184615384615384,21.0,22.0,18.0,82.0,1011.0,21.0,cv,1.34,0.3,0.3
49614,49615,2015,8,30,6,2,20.0,34.676923076923075,19.0,30.0,18.0,82.0,1011.0,21.0,cv,2.23,0.0,0.0
49615,49616,2015,8,30,7,2,27.0,35.16923076923077,29.0,38.0,19.0,88.0,1012.0,21.0,SE,0.89,0.0,0.0
49616,49617,2015,8,30,8,2,40.0,35.66153846153846,38.0,40.0,19.0,88.0,1012.0,21.0,SE,4.02,0.0,0.0
49617,49618,2015,8,30,9,2,43.0,36.15384615384615,37.0,42.0,18.0,82.0,1012.0,21.0,SE,5.81,0.0,0.0
49618,49619,2015,8,30,10,2,33.0,36.64615384615385,25.0,36.0,18.0,78.0,1013.0,22.0,NE,1.79,0.0,0.0
49619,49620,2015,8,30,11,2,32.0,37.13846153846154,31.0,34.0,18.0,78.0,1013.0,22.0,SE,3.13,10.8,10.8
49620,49621,2015,8,30,12,2,34.0,37.63076923076923,26.0,29.0,18.0,78.0,1013.0,22.0,NE,3.13,5.0,15.8
49621,49622,2015,8,30,13,2,30.0,38.12307692307692,26.0,19.0,19.0,83.0,1012.0,22.0,SE,3.13,0.0,0.0
49622,49623,2015,8,30,14,2,22.0,38.61538461538461,21.0,26.0,18.0,78.0,1012.0,22.0,SE,4.92,0.6,0.6
49623,49624,2015,8,30,15,2,24.0,39.10769230769231,19.0,27.0,19.0,78.0,1011.0,23.0,NE,3.13,3.9,4.5
49624,49625,2015,8,30,16,2,15.0,39.6,7.0,11.0,18.0,73.0,1011.0,23.0,SE,1.79,0.6,5.1
49625,49626,2015,8,30,17,2,15.0,40.09230769230769,8.0,12.0,18.0,78.0,1011.0,22.0,SE,3.58,0.8,5.9
49626,49627,2015,8,30,18,2,21.0,40.58461538461539,9.0,20.0,18.0,78.0,1011.0,22.0,cv,0.89,0.3,6.2
49627,49628,2015,8,30,19,2,29.0,41.07692307692308,17.0,31.0,18.0,82.0,1011.0,21.0,SE,1.79,0.0,0.0
49628,49629,2015,8,30,20,2,29.0,41.56923076923077,20.0,19.0,18.0,82.0,1012.0,21.0,cv,0.89,0.0,0.0
49629,49630,2015,8,30,21,2,37.0,42.06153846153846,20.0,31.0,18.0,88.0,1012.0,20.0,NE,0.89,0.0,0.0
49630,49631,2015,8,30,22,2,47.0,42.55384615384615,31.0,36.0,18.0,88.0,1012.0,20.0,NE,2.68,0.0,0.0
49631,49632,2015,8,30,23,2,56.0,43.04615384615385,42.0,44.0,19.0,88.0,1012.0,21.0,NW,1.79,0.0,0.0
49632,49633,2015,8,31,0,2,54.0,43.53846153846154,46.0,49.0,19.0,83.0,1013.0,22.0,NW,3.58,0.0,0.0
49633,49634,2015,8,31,1,2,46.0,44.03076923076923,44.0,48.0,19.0,83.0,1013.0,22.0,NW,6.71,0.1,0.1
49634,49635,2015,8,31,2,2,43.0,44.52307692307693,39.0,42.0,19.0,83.0,1013.0,22.0,NW,9.84,0.2,0.3
49635,49636,2015,8,31,3,2,38.0,45.01538461538462,40.0,43.0,19.0,83.0,1012.0,22.0,NW,11.63,0.1,0.4
49636,49637,2015,8,31,4,2,38.0,45.50769230769231,37.0,45.0,19.0,93.0,1012.0,20.0,NE,1.79,0.1,0.5
49637,49638,2015,8,31,5,2,38.0,46.0,39.0,45.0,19.0,93.0,1012.0,20.0,NW,1.79,0.0,0.0
49638,49639,2015,8,31,6,2,36.0,45.833333333333336,39.0,48.0,19.0,93.0,1012.0,20.0,NW,3.58,0.1,0.1
49639,49640,2015,8,31,7,2,34.0,45.666666666666664,26.0,35.0,19.0,93.0,1013.0,20.0,NW,4.47,0.2,0.3
49640,49641,2015,8,31,8,2,31.0,45.5,23.0,25.0,19.0,88.0,1013.0,21.0,NW,6.26,0.3,0.6
49641,49642,2015,8,31,9,2,22.0,45.333333333333336,23.0,21.0,19.0,88.0,1013.0,21.0,NE,0.89,0.0,0.0
49642,49643,2015,8,31,10,2,18.0,45.166666666666664,20.0,17.0,20.0,88.0,1013.0,22.0,NW,3.13,5.0,5.0
49643,49644,2015,8,31,11,2,22.0,45.0,18.0,23.0,19.0,83.0,1013.0,22.0,NE,1.79,1.2,6.2
49644,49645,2015,8,31,12,2,19.0,44.833333333333336,11.0,21.0,19.0,93.0,1013.0,20.0,NE,3.58,0.0,0.0
49645,49646,2015,8,31,13,2,29.0,44.666666666666664,14.0,20.0,19.0,93.0,1013.0,20.0,cv,0.89,0.0,0.0
